,title,artist,full,reff,emotion
21,c.h.r.i.s.y.e.,"diskoria, laleilmanino, eva celia",andai aku bisa. menjadi seperti yang kau meminta. aku jadi juwita. kala cinta menggoda. tidak peduli jika. surga dan neraka tidak pernah ada. yang penting kau ada. meski tanpa panah asmara. mengapa sabda alam belum jua satukan kisah . kita bersama. cintaku bertepuk. harap yang tidak ada. rintihan nada asmara. ingin aku kembali ke masa remaja. serasa galih dan ratna. yang kumau kau untukku meskipun kau tidak rindu. engkau aku suka. aku ingin cinta. tebar semerbak percik pesona. wahai angin malam. bantu aku merepih alam. meskipun kidung ini terlalu. aku yakin badai pasti berlalu. lilin lilin kecil pun merayu. pijar hatimu. cintaku bertepuk. harap yang tidak ada. rintihan nada asmara. ingin aku kembali ke masa remaja. serasa galih dan ratna. yang kumau kau untukku meskipun kau tidak rindu. engkau aku suka. ternyata cinta di hadapan hatimu. hanya kesenian lain. cintaku bertepuk. harap yang tidak ada. rintihan nada asmara. ingin aku kembali ke masa remaja. serasa galih dan ratna. yang kumau kau untukku meskipun kau tidak rindu. engkau aku suka. cintaku bertepuk. harap yang tidak ada. rintihan nada asmara. kau kehidupanku meski kau tidak tau ada aku di hidupmu. yang kumau kau untukku meskipun kau tidak rindu. engkau aku suka,cintaku bertepuk. harap yang tidak ada. rintihan nada asmara. ingin aku kembali ke masa remaja. serasa galih dan ratna. yang kumau kau untukku meskipun kau tidak rindu. engkau aku suka,sedih
22,berpisah itu mudah,"rizky febian, mikha tambayong",makan di resto terenak. membaca di sudut paling tenang. menonton pertunjukan musik. telurusuri jalanan dari malam hingga pagi. kita pernah lama bersama. semua titik di kota ini adalah kita. walau kau putuskan untuk pergi. cerita kita tetap kan abadi. percayalah sayang berpisah itu mudah. tidak ada kamu dihidupku aku mampu. namun menghapuskan semua kenangan kita. adalah hal yang paling menyulitkan untukku. simpan baju kesayangan. tutup album foto aku rapat rapat. buang buku buku puisi. mengganti semua dekorasi. semua hal yang kucoba lupakan. selalu berujung padamu. semua tempat yang aku datangi. selalu ada kamu. kamu lagi. kamu kamu lagi. kamu lagi. percayalah sayang berpisah itu mudah. tidak ada kamu dihidupku aku mampu. namun menghapuskan semua kenangan kita. adalah hal yang paling menyulitkan untukku. percayalah sayang berpisah itu mudah. tidak ada kamu dihidupku aku mampu. namun menghapuskan semua kenangan kita. adalah hal yang paling menyulitkan. adalah hal yang paling menyebalkan. adalah hal yang paling menyusahkan untukku,percayalah sayang berpisah itu mudah. tidak ada kamu dihidupku aku mampu. namun menghapuskan semua kenangan kita. adalah hal yang paling menyulitkan untukku,sedih
23,panah asmara,afgan,berdebar rasa di dada. setiap kau tatap mataku. apakah arti pandangan itu menunjukkan hasratmu. sungguh aku telah tergoda saat kau dekat denganku. hanya kau yang membuatku begini. melepas panah asmara. sudah katakan cinta. sudah kubilang sayang. namun kau hanya. diam tersenyum kepadaku. kau buat aku bimbang. kau buat aku gelisah. ingin rasanya kau jadi milikku. aku akan setia menunggu. satu kata yang terucap. dari isi hati sanubarimu sanubarimu . yang membuatku bahagia. sungguh aku telah tergoda. saat kau dekat denganku. hanya kau yang membuatku begini. melepas panah asmara. sudah katakan cinta. sudah kubilang sayang. namun kau hanya. diam tersenyum kepadaku. kau buat aku bimbang. kau buat aku gelisah. ingin rasanya kau jadi milikku. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara. sudah katakan cinta. sudah kubilang sayang. namun kau hanya. diam tersenyum kepadaku. kau buat aku bimbang. kau buat aku gelisah. ingin rasanya kau jadi milikku. kau buat aku bimbang. kau buat aku gelisah. ingin rasanya kau jadi milikku. ingin rasanya kau jadi milikku. panah asmara. panah asmara. panah asmara. panah asmara. panah asmara,sudah katakan cinta. sudah kubilang sayang. namun kau hanya. diam tersenyum kepadaku. kau buat aku bimbang. kau buat aku gelisah. ingin rasanya kau jadi milikku,bahagia
24,bertaut,nadin amizah,bun hidup berjalan seperti bajingan. seperti landak yang tidak punya teman. ia menggonggong bak suara hujan. dan kau pangeranku mengambil peran. bun kalau saat hancur aku disayang. apalagi saat aku jadi juara. saat tidak tahu arah kau di sana. menjadi gagah saat aku tidak bisa. sedikit kujelaskan tentangku dan kamu. agar seisi dunia tahu. keras kepalaku sama denganmu. caraku marah caraku tersenyum. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu. aku masih ada sampai di sini. melihatmu kuat setengah mati. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu. bun aku masih tidak mengerti banyak hal. semuanya berenang di kepala. dan kau dan semua yang kau tahu tentangnya. menjadi jawab saat aku bertanya. sedikit kujelaskan tentangku dan kamu. agar seisi dunia tahu. keras kepalaku sama denganmu. caraku marah caraku tersenyum. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu. aku masih ada sampai di sini. melihatmu kuat setengah mati. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu. semoga lama hidupmu di sini. melihatku berjuang sampai akhir. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu,keras kepalaku sama denganmu. caraku marah caraku tersenyum. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu. aku masih ada sampai di sini. melihatmu kuat setengah mati. seperti detak jantung yang bertaut. nyawaku nyala karena denganmu,bahagia
25,serenata jiwa lara,"laleilmanino, dian sastrowardoyo",jeritan perih hati yang luka. cinta sederhana kau buat merana. bilang bilang sayang lalu hilang tanpa bayang. sesuka diri. merona mata namun percuma. kau anggap bercinta hanya tawa canda. ajak aku bermanja dan pergi begitu saja. ditelan bumi. nyanyian hati serenata jiwa yang lara sunyi. aku pulang. terbenam sudah mentari hati. aku pulang. gugur lagi asmara mewangi. sorai gelora hati menepi. tidak ada bintang bintang menari. sendiri lagi oh oh oh. hah. merona mata namun percuma. kau anggap bercinta hanya canda. ajak aku bermanja dan pergi begitu saja. ditelan dunia. nyanyian hati serenata jiwa yang lara sunyi menyepi. kemana rasa yang kucari bila kau tinggal aku sendiri. jeritan jeritan. jeritan perih hati yang luka. cinta sederhana kau buat merana. bilang bilang sayang lalu hilang tanpa bayang. sesuka diri. nyanyian hati serenata jiwa yang lara sunyi. oh maaf sayang aku tidak ingin melukai. namun cinta ini bukan untukmu lagi. oh aku pulang kasih. agar kau temukan cintamu belahan relung hati. aku pulang terbenam sudah mentari hati . aku pulang gugur lagi asmara mewangi . sorai gelora hati menepi. tidak ada bintang bintang menari. sendiri lagi terbenam sudah mentari hati . lagi sendiri sendiri sendiri . sorai gelora hati menepi. tidak ada bintang bintang menari. sendiri lagi. sendiri sendiri sendiri. sendiri sendiri sendiri. oh sendiri lagi oh oh oh,aku pulang. terbenam sudah mentari hati. aku pulang. gugur lagi asmara mewangi. sorai gelora hati menepi. tidak ada bintang bintang menari. sendiri lagi oh oh oh,sedih
26,rapsodi,jkt48,kulihat ada yang bersinar. di kedua bola matamu oh kasihku . kau buat malam gelap ini. jadi penuh cahaya. terang kilau pesona. kasih andai anganku bersuara dia kan bernyanyi. rapsodi indah yang kan bermuara di fajar hati. kelingking kita berjanji. jari manis jadi saksi. bahagia. hingga sang bumi. enggan berputar lagi. kau buat aku sempurna. saat kau berkata iya oh kasihku . kau izinkan aku berlaga. mengarungi dunia mengarungi dunia . di sisimu selamanya. kasih andai anganku bersuara dia kan bernyanyi. rapsodi indah yang kan bermuara di fajar hati. kelingking kita berjanji. jari manis jadi saksi. bahagia. hingga sang bumi. tidak berputar lagi. lala. kita saling bersandar. lala. hingga bumi tidak berputar. cinta kita takkan pudar. selamanya. kasih dengar anganku bersuara di fajar hati. kelingking kita berjanji. jari manis jadi saksi. bahagia. untuk selamanya. kasih andai anganku bersuara dia kan bernyanyi. rapsodi indah yang kan bermuara di fajar hati. kelingking kita berjanji. jari manis jadi saksi. bahagia. hingga sang bumi tak berputar lagi . kasih andai anganku bersuara dia kan bernyanyi di sisiku . rapsodi indah yang kan bermuara di fajar hati. kelingking kita berjanji. jari manis jadi saksi. bahagia. hingga sang bumi. enggan berputar lagi,kasih andai anganku bersuara dia kan bernyanyi. rapsodi indah yang kan bermuara di fajar hati. kelingking kita berjanji. jari manis jadi saksi. bahagia. hingga sang bumi. tidak berputar lagi,bahagia
27,tutur batin,yura yunita,bagaimanakah kabar diriku baik baik saja. sedikit aku takjub namun nyatanya sudah kuduga. kau yang ke sana kemari kau anggap aku tidak cukup. semua kesempatan dan langkahku coba kau tutup. tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini. kau yang ke sana kemari kau anggap aku tidak cukup. semua kesempatan dan langkahku coba kau tutup. akan kubuat jalanku sendiri. tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini. aku tidak sempurna. tidak perlu sempurna. akan kurayakan apa adanya. aku tidak sempurna. tidak perlu sempurna. akan kurayakan apa adanya. aku tidak sempurna. tidak perlu sempurna. akan kurayakan apa adanya. tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini. takkan kau temukan yang sebaik ini. jiwa yang terbaik itu hanya. aku,tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini,marah
28,galih dan ratna,chrisye,dua sejoli menjalin cinta. cinta bersemi dari sama. galih dan ratna mengikat janji. janji setia setia abadi. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. dua sejoli menjalin cinta. cinta bersemi dari sama. galih dan ratna mengikat janji. janji setia setia abadi. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. dua sejoli menjalin cinta. cinta bersemi dari sama. galih dan ratna mengikat janji. janji setia setia abadi. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna,oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu,bahagia
29,peri cintaku,ziva magnolya,di dalam hati ini hanya satu nama. yang ada di tulus hati kuingini. kesetiaan yang indah takkan tertandingi. hanyalah dirimu satu peri cintaku. benteng begitu tinggi. sulit untuk kugapai ho oh. aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi . ho oh ho oh. ho oh benteng begitu tinggi. sulit untuk kugapai oh. aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi . bukankah cinta anug rah. berikan aku kesempatan. untuk menjaganya sepenuh jiwa ho oh. aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita kita yang tidak sama yang tidak sama . haruskah aku lantas pergi. meski cinta takkan bisa pergi ho oh. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi . ho oh hm mm,aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi,takut
30,seberang,reza darmawangsa,di bawah langit jingga. kurasakan damai kita berdua. terlintas di renungan. betapa beruntungnya. telah kumiliki seseorang. yang berikan hangatnya cinta. sekarang atau nanti. yakin akan tetap seperti ini. meski nyatanya takdir dapat. merubah narasi yang tersusun. dalam harapan. tidak selalu jadi kenyataan. saat kau ucap kata pisah. kukira hanya untuk sementara. tidak kusangka ternyata. kau pergi untuk selamanya. menunggu gelapnya kabut kelam menghilang. berharap kau ada di sana. tersenyum menyapa di seberang. tapi tidak ada. sadarku hanya tidak mau percaya. meski kau tidak lagi ada. kutahu kau akan bahagia. akan kusimpan cerita. sampai nanti kita akan berjumpa. saat kau ucap kata pisah. kukira hanya untuk sementara. tidak kusangka ternyata. kau pergi untuk selamanya. menunggu gelapnya kabut kelam menghilang. berharap kau ada di sana. tersenyum menyapa di seberang. saat kau ucap kata pisah. kukira hanya untuk sementara. tersenyum menyapa di seberang. tapi tidak ada. sadarku hanya tidak mau percaya,saat kau ucap kata pisah. kukira hanya untuk sementara. tidak kusangka ternyata. kau pergi untuk selamanya. menunggu gelapnya kabut kelam menghilang. berharap kau ada di sana. tersenyum menyapa di seberang. tapi tidak ada. sadarku hanya tidak mau percaya,sedih
31,kau rumahku,raissa anggiani,bagaikan sungai yang tidak punya malu. mengalir meskipun terancam surut. lalu hmm kakimu melangkah ke rumahku. setengah melirik mencoba rayu. apa yang kau inginkan. dari senyumku ya tuan . gemar sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. jangan biarkan aku pulang. ke rumah yang bukan engkau. bicarakan tentang seisi dunia. perlahan mendekat bisikkan cinta. membuatku terlena. ke dalam pesona sukma yang begitu indah. apa yang kau inginkan. dari senyumku ya tuan . oh. gemar sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. jangan biarkan aku pulang. ke rumah yang bukan engkau. jika mampu aku menjelajahi langit. akan aku petik pelangi untuk warnai harimu. jangan khawatir masih ada aku. jangan khawatir masih ada aku. gemas sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. akan aku persilahkan kau menetap di sini,gemar sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. jangan biarkan aku pulang. ke rumah yang bukan engkau,bahagia
32,akhir tak bahagia,misellia,malam ini. bintang mengingatkanku padamu. indah terang. seperti matamu yang sih lalu kupandang. lembut tutur katamu. merdu tawamu parasmu yang menawan. buat diriku tidak bisa lupa. dari banyaknya insan di dunia. mengapa dirimu yang aku sangka. bisa temani hari hariku yang tidak selalu indah . walau kita tidak bisa bersama. lembut tutur katamu. merdu tawamu parasmu yang menawan. buat diriku tidak bisa lupa uh uh. dari banyaknya insan di dunia. mengapa dirimu yang aku sangka. bisa temani hari hariku yang tidak selalu indah . walau kita tidak bisa bersama. dipertemukan semesta. walau berakhir tidak bahagia,dari banyaknya insan di dunia. mengapa dirimu yang aku sangka. bisa temani hari hariku yang tidak selalu indah . walau kita tidak bisa bersama. dipertemukan semesta. walau berakhir tidak bahagia,sedih
33,takkan kemana,the overtunes,di awalan cerita. tidak ada perasaan. diantara kita berdua. tapi seiring waktu. takdir kita bertemu. mengikuti narasi hidup. dan betapa bahagia. kumelihatmu. senyumanmu menemani hari hariku. tidak akan sama tanpamu. aku ingin terus bersamamu. bila kau mau aku takkan kemana. kita hanyalah debu. di luasnya semesta. tapi kita bisa bertahan. satu hal yang aku tahu. aku ada untukmu. meskipun di masa yang kelam. dan betapa bahagia. kumelihatmu. senyumanmu menemani hari hariku. takkan sama tanpamu. aku ingin terus bersamamu. bila kau mau aku takkan kemana. haruskah aku melangkah pergi. pergi kesana. melepas semua kenangan yang telah kutuliskan. dan bila kutemukan kau disana. oh jangan kemana mana,dan betapa bahagia. kumelihatmu. senyumanmu menemani hari hariku. takkan sama tanpamu. aku ingin terus bersamamu. bila kau mau aku takkan kemana,bahagia
34,pedih,last child,engkau yang sedang patah hati. menangislah dan jangan ragu ungkapkan. betapa pedih hati yang tersakiti. racun yang membunuhmu secara perlahan. engkau yang saat ini pilu. betapa menanggung beban kepedihan. tumpahkan sakit itu dalam tangismu. yang menusuk relung hati yang paling dalam. hanya diri sendiri. yang tidak mungkin orang lain akan mengerti. disini aku temani kau dalam tangismu. bila air mata dapat cairkan hati. kan aku cabut duri pedih dalam hatimu. agar aku lihat senyum ditidurmu malam nanti. anggaplah semua ini. satu langkah dewasakan diri. dan tidak terpungkiri juga bagi. engkau yang hatinya terluka. dipeluk nestapa tersapu derita. seiring saat keringnya air mata. tidak mampu menahan pedih yang tidak ada habisnya. hanya diri sendiri. yang tidak mungkin orang lain akan mengerti. disini aku temani kau dalam tangismu. bila air mata dapat cairkan hati. kan aku cabut duri pedih dalam hatimu. agar aku lihat senyum ditidurmu malam nanti. anggaplah semua ini. satu langkah dewasakan diri. dan tidak terpungkiri juga bagi mu. hanya diri sendiri. yang tidak mungkin orang lain akan mengerti. disini aku temani kau dalam tangismu. bila air mata dapat cairkan hati. kan aku cabut duri pedih dalam hatimu. agar aku lihat senyum ditidurmu malam nanti. anggaplah semua ini. satu langkah dewasakan diri. dan tidak terpungkiri juga bagi. engkau yang sedang patah hati,hanya diri sendiri. yang tidak mungkin orang lain akan mengerti. disini aku temani kau dalam tangismu. bila air mata dapat cairkan hati. kan aku cabut duri pedih dalam hatimu. agar aku lihat senyum ditidurmu malam nanti. anggaplah semua ini. satu langkah dewasakan diri. dan tidak terpungkiri juga bagi mu,sedih
